departamento,anio,uso_cabina_porc,tel_fija_unid,tel_movil_unid,tel_pub_unid,uso_inter_porc,sub_inter_fijo_unid,vab_tel_miles_2007,pbi_regional_miles,hogar_1_radio_porc,hogar_1_tv_porc,hogar_con_cable_porc,hogar_1_compu_porc,compus,id_logit
La Libertad,2021,0.4453782097775476,111231.0,2024843.0,5062.0,76.312497579315,164810.0,1568790.0,23571322,66.19681478887944,85.69109358324864,35.99359088670611,34.30029243934036,4065.0,Alto
Lambayeque,2011,16.185348435277767,107268.0,793910.0,7317.0,28.3,41308.0,403125.0,8937792,79.24468374514663,86.07254274273969,33.2741309177349,35.80268994497137,2359.0,Alto
Lambayeque,2012,14.417268521071405,110479.0,882123.0,8265.0,29.00494344996189,52628.0,463910.0,9782672,78.7,88.2,58.8384869787491,51.27613555708193,15755.0,Alto
Lambayeque,2013,13.712452434102623,104265.0,921677.0,8532.0,30.845178365503827,58198.0,508484.0,10138533,76.93183655466859,88.72764077365574,47.25652006247689,27.902637699892,3272.0,Alto
Lambayeque,2014,12.789750369480155,102910.0,977053.0,8339.0,34.06913380192898,64396.0,546249.0,10354938,75.25172038821883,90.32298589479043,33.94684939863983,15.38412494903623,1935.0,Alto
Lambayeque,2015,11.137318621722882,96342.0,1007452.0,7178.0,36.31655636475836,68985.0,599524.0,10809529,73.38233484689927,90.54040915521475,49.58002061377726,25.06576156387243,432.0,Alto
Lambayeque,2016,11.426440044662918,96980.0,1058798.0,5645.0,45.10503563148736,75635.0,663412.0,11080412,75.31804739180066,89.51238448050967,34.4823290971833,38.8927612353719,1757.0,Alto
Lambayeque,2017,7.432890535673653,97769.0,1027800.0,5112.0,49.34129768528223,78594.0,710267.0,11371483,72.19152111717419,88.63484583564869,28.33347486520524,24.17697769227812,1478.0,Alto
Lambayeque,2018,7.239299356141194,88831.0,1053616.0,4463.0,53.35356207479275,85774.0,746628.0,11837862,68.65508549753068,88.32462022012022,34.0897160674593,23.43675343625423,4703.0,Alto
Lambayeque,2019,5.33159186397592,78138.0,1146576.0,4038.0,57.62192838642326,78783.0,810585.0,12113549,69.7686531556663,88.27660036154367,6.90054388069288,21.036676952644,3554.0,Alto
Lambayeque,2020,1.5346876254029538,72685.0,1177948.0,3160.0,63.1817042770955,89668.0,873983.0,11357224,72.05425881265629,88.86518376486092,56.70992146621889,18.96008394003984,2188.0,Alto
Lambayeque,2021,0.19810368333179196,70004.0,1333774.0,2974.0,69.91362567670099,98290.0,990354.0,13104922,66.91623354779749,89.7494725709948,18.73606116533681,39.34179117350459,2709.0,Alto
Lima Metropolitana,2011,22.24779492524241,1860605.0,8800526.0,98965.0,53.6679068253804,750644.0,8760967.0,147616320,82.89827542592796,96.46966291161158,53.24201756829671,29.63793861631249,752.0,Alto
Lima Metropolitana,2012,19.804136757499606,1953551.0,9778363.0,104841.0,57.47209285763988,863094.0,9705772.0,157630141,83.22237438932048,96.73509740504646,29.55183949677981,21.64578914142396,1718.0,Alto
Lima Metropolitana,2013,17.870695896534155,1976814.0,10139568.0,100939.0,58.69598132813918,949123.0,10504125.0,166311098,82.05014812821649,96.82186859019737,28.43231287770265,21.78077062169391,1269.0,Alto
Lima Metropolitana,2014,16.609292206279854,1952199.0,10805266.0,96461.0,60.48824006798987,1027517.0,11384761.0,172725823,79.94165881169066,96.97241199052517,28.10231468792851,27.73472936268296,4466.0,Alto
Lima Metropolitana,2015,13.377042012367738,1909621.0,11209519.0,88890.0,59.40458272125525,1168739.0,12375197.0,178267707,78.83100115020756,96.61155505628545,11.96731490378175,14.71327761736072,1494.0,Alto
Lima Metropolitana,2016,11.01052298251112,1905562.0,11729000.0,75741.0,64.25756310590202,1229499.0,13336892.0,183403718,74.60029560396373,97.14342224079827,33.97026436102848,44.55826571890663,4571.0,Alto
Lima Metropolitana,2017,8.709780595924872,1934680.0,11790775.0,70660.0,69.50955444446687,1351806.0,14340120.0,187005999,74.38655846890215,96.87726654125805,11.86967006827723,13.61198295236691,2544.0,Alto
Lima Metropolitana,2018,6.454016088461619,1810844.0,12784934.0,64279.0,72.79274182750034,1497540.0,14991967.0,195032460,73.96343490199119,96.73701141779021,15.21835129307257,14.73107038836114,4074.0,Alto
Lima Metropolitana,2019,5.045270877427009,1675900.0,11660724.0,56269.0,76.1264199057954,1391931.0,15962671.0,200723656,73.53855879810109,96.42185942820933,57.34357215989241,44.94670619565973,1825.0,Alto
Lima Metropolitana,2020,2.1674338804727795,1536663.0,11759154.0,49016.0,80.18247769753353,1580569.0,16339504.0,176898231,73.8606108195438,95.59964032426687,16.11053666523424,22.31618298573268,9861.0,Alto
Lima Metropolitana,2021,0.3657191840424202,1404479.0,12222597.0,47133.0,84.13895289917835,1669955.0,18041212.0,202335179,69.31681084779115,95.54954557835246,10.23594552804619,11.99952727526508,2224.0,Alto
Lima provincias,2011,22.18711006208649,116550.0,1132908.0,6696.0,34.7,84386.0,867485.0,13562753,79.97916435374525,91.14381218402481,24.64833801553637,18.69233620077027,2299.0,Alto
Lima provincias,2012,20.163931498631595,116550.0,1132908.0,6696.0,37.62711177521643,84386.0,867485.0,13897097,79.0,87.4,43.32240305078054,39.63862210354928,2166.0,Alto
Lima provincias,2013,19.124529674562307,116550.0,1132908.0,6696.0,39.83324011998198,84386.0,867485.0,14893394,82.27298530293776,89.4280225026047,19.07250902719541,23.9312943375216,4046.0,Alto
Lima provincias,2014,18.581140365126213,116550.0,1132908.0,6696.0,40.5004944247881,84386.0,867485.0,15468191,77.62806675517176,89.4280225026047,36.92864326018803,32.82772454945009,4224.0,Alto
Lima provincias,2015,17.269599350939828,116550.0,1132908.0,6696.0,39.66372510981123,84386.0,867485.0,15992567,75.26327391053032,92.0693718137748,29.92060021379083,34.94260599582862,2346.0,Alto
Lima provincias,2016,14.938475379973712,116550.0,1132908.0,6696.0,45.641291721756815,84386.0,867485.0,16146749,73.93792933774938,91.2275504975517,58.90086384958754,52.43308004085776,15979.0,Alto
Lima provincias,2017,12.225932754368019,116550.0,1132908.0,6696.0,49.79417085044987,84386.0,867485.0,16285655,71.87312510729079,89.37645616914911,50.81050488131821,25.12036386364144,3317.0,Alto
Lima provincias,2018,8.132944300558478,116550.0,1132908.0,6696.0,53.310586217202406,84386.0,867485.0,17183773,69.70652641504968,90.66505569554481,37.17749625059975,19.57393106866757,2071.0,Alto
Lima provincias,2019,6.592090251141413,116550.0,1132908.0,6696.0,57.96352143465927,84386.0,867485.0,17316831,69.60727666631617,88.6212867650144,49.54804756508089,25.24236903351661,430.0,Alto
Lima provincias,2020,2.6595789921069257,116550.0,1132908.0,6696.0,66.03722385811912,84386.0,867485.0,16333918,70.08728519284361,87.65866145538517,37.69338962259723,37.91938264199703,1662.0,Alto
Lima provincias,2021,0.4282209496716775,116550.0,1132908.0,6696.0,74.26674829718249,84386.0,867485.0,18048712,65.4698981709702,88.6264765384944,29.7174688051321,20.79553303276737,1449.0,Alto
Loreto,2011,11.1522149894854,58385.0,285514.0,7276.0,15.8,5344.0,157502.0,7608889,60.97877505482359,61.35197603813395,34.28394777131658,21.75587562579886,4535.0,Bajo
Loreto,2012,11.871800040857098,57220.0,317238.0,7711.0,17.587197827988657,4858.0,177459.0,8212422,61.5,63.7,6.446183226806375,19.97645859812042,3651.0,Bajo
Loreto,2013,10.9236549335406,56815.0,367603.0,6621.0,17.380500284132072,4157.0,194153.0,8505693,63.35796463462419,63.677910251675584,59.76190813927068,19.12577651720829,2145.0,Bajo
Loreto,2014,9.857205876040917,55310.0,409746.0,6616.0,19.560600547891678,14842.0,214315.0,8779305,59.754761638688194,65.6207547961268,21.17542652941723,39.03271074832159,2590.0,Bajo
Loreto,2015,8.407429392388138,48979.0,452229.0,6001.0,21.788638518598077,18831.0,237468.0,8584514,55.186592826088585,64.84318099353479,53.46834341661376,32.09509712455497,747.0,Bajo
Loreto,2016,7.116431958226939,38797.0,490287.0,4645.0,25.086339636471997,17959.0,264324.0,7602217,54.48856138726461,64.45988854276519,32.99098284738231,24.15661322130293,1309.0,Bajo
Loreto,2017,5.729156833657072,32088.0,497774.0,4346.0,28.27210669136847,15796.0,286773.0,8087444,53.66769967209233,66.35556977428591,29.05591930602736,20.72762166447611,1182.0,Bajo
Loreto,2018,4.336939602138012,25139.0,518731.0,3620.0,31.809909762354273,15547.0,310335.0,8932782,53.90047294752157,66.24931995934358,31.02631935018746,27.62014613861047,4414.0,Bajo
Loreto,2019,2.9969906706941623,19853.0,548782.0,2370.0,34.08847697390587,13715.0,335059.0,9336037,55.20185305859749,65.90583030602257,12.43756431059745,11.61659302147489,1726.0,Bajo
Loreto,2020,1.7272049125625026,16969.0,618071.0,2054.0,38.389390010410764,13294.0,355063.0,8046179,54.24680499363292,65.06490008732085,33.88912292927627,41.87354704029367,4538.0,Bajo
Loreto,2021,0.6958363721740335,14655.0,675627.0,1916.0,45.44352065831885,10668.0,402028.0,8915929,57.06412364819834,67.22340013723378,13.95521581728079,15.13942530029294,2864.0,Bajo
Madre de Dios,2011,19.543182637275766,5210.0,136079.0,454.0,26.8,141.0,28640.0,2454999,76.5744328257371,84.2240875332905,14.61029919318215,13.43524036405991,4466.0,Bajo
Madre de Dios,2012,20.457302865672386,7119.0,151199.0,657.0,32.115448330002856,3274.0,32956.0,1950139,72.4,89.1,52.31213378614397,51.37434542271775,1768.0,Bajo
Madre de Dios,2013,15.538460696990015,6790.0,153884.0,525.0,35.52408770652088,4215.0,35942.0,2240082,75.07890155665343,86.90003538037743,15.24570018375357,25.10654220550241,9236.0,Bajo
Madre de Dios,2014,15.416466658272931,6391.0,155237.0,486.0,35.95359903628758,4231.0,38154.0,1923155,70.63422265584771,86.22004963935773,11.57061122484742,12.00855675989842,2323.0,Bajo
Madre de Dios,2015,12.843019974251726,6772.0,160289.0,456.0,34.85979355774083,5115.0,42094.0,2346810,67.49333458066332,87.48894293985288,26.04641309930047,17.33764321062218,2345.0,Bajo
Madre de Dios,2016,12.531597135727024,7089.0,174827.0,420.0,38.7890891812755,5675.0,46441.0,2663699,67.35638945939152,85.71738295909269,44.92630062141475,40.67336381294195,2164.0,Bajo
Madre de Dios,2017,8.44134353375864,6890.0,160293.0,388.0,45.02827249406897,5828.0,48428.0,2409050,64.6952397533263,83.63019434472069,19.80175399459658,23.22420739396162,4267.0,Bajo
Madre de Dios,2018,8.013072867919462,6736.0,155288.0,356.0,52.468835669144795,6328.0,48908.0,2255653,62.50674148157292,85.03383668509336,35.43725561423548,32.38312139939622,4311.0,Bajo
Madre de Dios,2019,6.7259044033880775,6737.0,194297.0,262.0,62.31231227803554,6779.0,52518.0,2124983,64.31051585259158,82.41264569485223,32.64994970594622,34.36143954536312,2418.0,Bajo
Madre de Dios,2020,2.8076329495451073,5990.0,226464.0,261.0,63.75691289997677,8622.0,55484.0,1611133,60.48329855085763,79.48691969182443,58.19856635127896,52.92718134597939,15928.0,Bajo
Madre de Dios,2021,0.6606808297166236,5915.0,251568.0,281.0,75.32579882380811,9698.0,62404.0,1758085,50.57159676122301,78.95593087642939,52.78375563593983,29.05656606983636,3368.0,Bajo
Moquegua,2011,22.955647156984924,12425.0,149449.0,1223.0,40.6,6009.0,51149.0,7785269,90.50281415293742,90.52954744521017,40.46024634082636,18.14349636601175,2188.0,Alto
Moquegua,2012,21.792012359912736,13470.0,166055.0,1202.0,44.33939053280151,7793.0,59191.0,7756800,90.9,89.5,52.64864072456999,27.82427050628269,545.0,Alto
Moquegua,2013,18.100169355479363,13308.0,173495.0,1035.0,42.17320736627575,8263.0,64057.0,8598669,90.0078247622483,89.58230893680874,37.13080601481034,37.93568274440948,1597.0,Alto
Moquegua,2014,18.97602652331952,13597.0,183202.0,970.0,46.02755599554539,9796.0,69195.0,8371348,87.58063945515818,87.18537049503666,28.70426800315023,23.1860046184566,1322.0,Alto
Moquegua,2015,16.70467141312339,13981.0,190648.0,817.0,44.55367955692967,11261.0,76358.0,8693747,86.89913542684853,88.27314247559775,34.26359262081896,22.89423218096297,4632.0,Alto
Moquegua,2016,15.525509654726232,14164.0,202123.0,730.0,50.049220224256224,11886.0,85131.0,8635514,85.20242056612939,88.06505980118777,7.26709061959698,19.84325948339273,3589.0,Alto
Moquegua,2017,11.40315889292287,14602.0,209436.0,715.0,53.20396105018005,12720.0,95419.0,8696704,88.19528002077304,86.43846488988564,62.14248989855587,21.35710539115318,2310.0,Alto
Moquegua,2018,7.089177556537926,14464.0,208159.0,651.0,57.33928503490529,14262.0,99421.0,8785457,84.40712756692692,84.96076582733821,21.19146857029635,47.06541626224754,2483.0,Alto
Moquegua,2019,6.393552511757253,12110.0,218802.0,519.0,61.96614919752057,14003.0,107543.0,8416846,82.9835246350175,83.43531495505222,57.12144694039842,29.79381056242388,710.0,Alto
Moquegua,2020,1.5250691088879056,11518.0,216815.0,445.0,70.7422857898583,16877.0,115259.0,8585078,84.32949471944629,84.47227304823474,36.95265001522618,23.58736003321877,1499.0,Alto
Moquegua,2021,0.3440023458545219,11829.0,234446.0,401.0,78.15196955826835,18529.0,130114.0,9190284,83.40365085424968,83.72626632690519,33.02804014746254,21.02646375284443,1227.0,Alto
Pasco,2011,25.404074201458105,4998.0,147821.0,711.0,29.5,1361.0,33807.0,4641887,87.01859207937876,80.34135084016279,35.30878934217537,30.25934906336522,4494.0,Bajo
Pasco,2012,23.097393092157915,4847.0,164246.0,653.0,29.399153074114626,1347.0,38781.0,4880072,85.0,78.0,12.73879983730961,20.44160493451327,1862.0,Bajo
Pasco,2013,17.383173603810672,5290.0,174647.0,552.0,23.830266987988,2207.0,42401.0,4885819,83.4080955106792,73.54632378108495,36.28131650716527,46.3642273506666,4655.0,Bajo
Pasco,2014,20.644330718028492,5177.0,197091.0,560.0,27.405659329529954,2429.0,47083.0,5046668,82.00193074142013,75.53149234664285,12.87725184640087,15.49107297809603,2735.0,Bajo
Pasco,2015,17.254254967897175,4982.0,209992.0,470.0,27.648859244297935,2940.0,51808.0,5211406,83.40602332307594,77.44752400884374,19.68597701975054,16.25001354128497,4759.0,Bajo
Pasco,2016,17.65541433526529,4977.0,216414.0,427.0,33.87498479718713,3454.0,57884.0,5329324,80.72618495903123,76.60218599905457,49.81367049429405,43.49615674487595,1853.0,Bajo
Pasco,2017,17.702645814216638,4926.0,212096.0,404.0,37.15434481506268,3777.0,62956.0,5333755,75.80324688484323,76.62432666046827,15.86648784965081,25.88005008130202,9758.0,Bajo
Pasco,2018,12.761657643819383,3992.0,204816.0,359.0,36.385571683725324,3679.0,63844.0,5337612,75.99815465022523,74.95070709116196,10.68178555257281,11.64817026786789,2263.0,Bajo
Pasco,2019,7.7470387103701075,3721.0,214627.0,194.0,40.21239186911771,3277.0,69403.0,5443881,74.0671967243716,79.50747289770692,27.15734851646338,18.89939902137254,2540.0,Bajo
Pasco,2020,3.345912379053231,3085.0,232037.0,179.0,51.902572684434986,5730.0,73903.0,4432727,78.68261242941301,78.3275592508663,49.58937125671858,39.34099250246777,2324.0,Bajo
Pasco,2021,0.7603267248357375,3050.0,241081.0,141.0,63.307284982386,6703.0,83626.0,5288311,73.19689025931928,76.13401088892357,17.42713450556264,24.09874529713618,4357.0,Bajo
Piura,2011,13.378503836949651,109231.0,981699.0,8866.0,26.0,39613.0,388351.0,16366999,77.5132627707178,77.35237436834342,34.87938989957365,32.63967019850202,4344.0,Alto
Piura,2012,12.39304297857297,112227.0,1090777.0,9815.0,26.348495214888995,50120.0,441647.0,17066135,76.0,79.2,32.56346358611886,34.905480112498,2278.0,Alto
Piura,2013,12.822730562125138,103940.0,1179317.0,9438.0,28.734916682569686,56793.0,479526.0,17746782,78.08542325470845,81.83195053528499,56.60037019549635,47.73819217999496,14713.0,Alto
Piura,2014,11.803273672716788,100101.0,1302323.0,10026.0,30.897143481116952,61155.0,527349.0,18750443,75.24143142388502,80.59594353030846,49.4413836786186,26.07252415988481,3341.0,Alto
Piura,2015,9.367802717129875,95698.0,1339801.0,9060.0,31.754286004820525,68162.0,579372.0,18866671,75.28252416585794,80.02622392421338,42.38249640065681,19.96943031386069,2085.0,Alto
Piura,2016,8.595329924622412,94113.0,1398720.0,6976.0,35.422344488978986,72026.0,638874.0,18924869,74.47572569404868,80.68756676541263,53.59066773299584,28.1207189893241,550.0,Alto
Piura,2017,6.571181502201033,92871.0,1410347.0,6327.0,39.96437558730794,76760.0,694685.0,18473111,68.72528711533833,79.18239829146263,36.13039089442101,38.51049058026097,1970.0,Alto
Piura,2018,5.8369473558921285,83693.0,1442872.0,5377.0,47.08240586232527,85114.0,736917.0,19758433,71.09124936189217,78.75821832223427,29.6068927646444,20.97714190601119,1459.0,Alto
Piura,2019,4.178801178674525,73817.0,1530557.0,4168.0,53.45080067180325,78567.0,798956.0,20626256,73.52574198330589,80.79181543785037,39.45042304969546,24.27570431561992,4277.0,Alto
Piura,2020,2.100327530059802,71966.0,1631055.0,3672.0,65.08820107915993,96250.0,860833.0,18706852,72.02661989199802,80.37724310433688,9.484697939861451,20.54771158712003,3926.0,Alto
Piura,2021,0.46157129927661344,73663.0,1802449.0,3389.0,72.04915907020543,109228.0,958894.0,20888363,66.73099142426405,81.80314318156475,59.17719811743712,22.63755862440146,2359.0,Alto
Puno,2011,23.110489126642904,28462.0,848692.0,2442.0,26.9,13031.0,183846.0,7384505,86.3512229417076,61.41015945861522,19.68628991820196,47.62259462838849,2494.0,Alto
Puno,2012,24.00276000875092,32006.0,942992.0,2553.0,27.99762776304718,16969.0,214972.0,7734458,86.4,63.6,56.65431506048841,29.53561804515557,642.0,Alto
Puno,2013,21.45040709310783,32097.0,994682.0,2223.0,27.985679301686254,18339.0,237009.0,8294320,89.11627913431184,64.90197755870945,34.65479486782826,23.15518219662349,1626.0,Alto
Puno,2014,21.57077466699116,33997.0,1055754.0,2045.0,30.124770046169097,21693.0,264017.0,8487313,87.99157217659867,63.478408710593584,24.68883211201944,20.57221433376833,1262.0,Alto
Puno,2015,19.44801920780207,34845.0,1101969.0,2373.0,29.745044575270853,24737.0,291256.0,8519702,85.07873458836322,63.56169478929347,28.45359939526896,28.46361634306384,4567.0,Alto
Puno,2016,19.762562173216228,32209.0,1155907.0,2005.0,32.014041797497576,26155.0,329231.0,9075999,83.61071093463337,65.06618578685288,12.17746216986989,23.88243730914013,2175.0,Alto
Puno,2017,16.40914252669114,32187.0,1179621.0,1898.0,32.64252350908827,27890.0,369279.0,9434737,83.44936983288862,61.41581495824019,24.92287134164779,45.13934059658772,4785.0,Alto
Puno,2018,15.422561456252751,29275.0,1175604.0,1779.0,36.98110316244412,30382.0,383408.0,9666999,83.59957506834029,66.2280595337528,10.85055990466497,18.81724610780798,2958.0,Alto
Puno,2019,13.901468985806963,25881.0,1166228.0,1192.0,40.05510187689853,26651.0,412505.0,9803780,83.15100431579937,61.469492119851814,13.67273737185085,16.92168774882474,4745.0,Alto
Puno,2020,8.054507785126916,24000.0,1262052.0,1163.0,54.34819019226856,38174.0,447196.0,8717266,86.06411533111289,62.081429648386624,36.88636329086155,40.73262983688122,2099.0,Alto
Puno,2021,3.0853096225462595,23508.0,1331410.0,1200.0,66.22924254418311,40495.0,502292.0,9724375,80.29058917073412,60.585465547288585,8.45512608415445,23.11326926203528,9873.0,Alto
San Martín,2011,13.254817826828122,29293.0,602283.0,3633.0,22.1,6972.0,111563.0,4245537,79.88237060169443,71.53502727678475,9.713933084731183,11.53386580051586,2343.0,Bajo
San Martín,2012,11.682166195144443,29132.0,435286.0,3903.0,22.79447406644358,8603.0,127279.0,4752177,75.8,71.8,19.89236940875897,21.23150749655674,2756.0,Bajo
San Martín,2013,11.929653540226495,27931.0,478669.0,3065.0,23.5654080216711,11724.0,138217.0,4828116,77.2653697231837,72.88231553221733,33.38401405124979,34.60636721203763,2426.0,Bajo
San Martín,2014,10.903050890491343,25839.0,536274.0,3037.0,22.868897914713106,12633.0,153123.0,5173301,70.87457151077245,72.85957039192384,14.7097906384006,27.66969149365165,4380.0,Bajo
San Martín,2015,8.365826172034836,25523.0,578574.0,2366.0,22.556466394351716,15921.0,169558.0,5466266,67.18805406292364,69.51511327783768,29.29065157623609,32.53535472433736,4761.0,Bajo
San Martín,2016,8.53422645452348,25247.0,610050.0,1937.0,30.16689483874387,17917.0,188289.0,5588107,67.5356109570701,71.49699846819193,22.53363840825529,34.85920527002466,2514.0,Bajo
San Martín,2017,6.762436919950127,24996.0,638967.0,1754.0,32.39211504970712,19128.0,208046.0,5944145,67.27058367120335,72.90351977607394,48.93221859467026,49.63182861510553,15585.0,Bajo
San Martín,2018,5.840076354392604,22033.0,629530.0,1519.0,35.4905582235647,21693.0,214069.0,6063316,63.27281271733911,74.63352935457063,39.765148534014,26.78421593546645,3466.0,Bajo
San Martín,2019,4.302096192631244,18439.0,643377.0,955.0,41.59149689141333,20566.0,230450.0,6081464,62.367938455734894,74.8327652776325,41.17536823562775,15.19200582635425,2080.0,Bajo
San Martín,2020,2.436663427829102,17815.0,704155.0,884.0,49.53919057311174,26892.0,245890.0,5857760,63.328806934134384,70.9832520474337,43.51664107209471,25.455557167647,535.0,Bajo
San Martín,2021,0.3675263925009522,19538.0,778408.0,898.0,63.25426137618317,31303.0,276978.0,6297136,62.266909349374764,71.98434700798443,31.25203469402002,38.03006201254328,1569.0,Bajo
Tacna,2011,26.715006900882894,25704.0,267633.0,3012.0,45.3,16120.0,127433.0,5466509,87.83237411655672,91.58214122527397,21.86478916193876,25.52013579027959,1372.0,Bajo
Tacna,2012,23.335205351635178,27636.0,297370.0,3089.0,46.607250925191565,19671.0,146578.0,5526840,89.2,91.9,30.19385162892304,21.66298362605498,4506.0,Bajo
Tacna,2013,18.2211845138161,28408.0,316136.0,2712.0,47.18868421704837,21897.0,158907.0,5781849,90.07189602517379,91.50821435000738,4.84164708404451,22.78547774423546,4234.0,Bajo
Tacna,2014,18.73472132123967,27573.0,329815.0,2656.0,46.01388343708971,23059.0,172781.0,6094038,87.31211251455153,92.72172075153186,51.2860769627887,18.13769467925233,2420.0,Bajo
Tacna,2015,16.511112752488952,28002.0,352149.0,3380.0,46.82982157901063,27274.0,190728.0,6598403,80.62349482210226,93.29189254520449,13.80173237772688,47.2892441470627,2485.0,Bajo
Tacna,2016,13.519383541313532,29611.0,380209.0,2376.0,52.08586676063917,30102.0,215896.0,6506248,80.80168268277106,89.75913099268418,44.70472174657689,20.92996851800964,641.0,Bajo
Tacna,2017,9.812658457961001,30510.0,408212.0,2128.0,55.18069812296514,31978.0,243107.0,6584715,82.24987353671955,89.02492839330218,32.20549286105217,23.1045264262852,1598.0,Bajo
Tacna,2018,8.71379049009869,31139.0,417627.0,1893.0,62.101531039128865,34825.0,259710.0,7110940,80.58380196608796,90.81526484938965,32.72954457347844,20.83385752824461,1419.0,Bajo
Tacna,2019,6.098185261261415,30424.0,405385.0,1642.0,68.52550506647363,34586.0,279746.0,8737472,82.79249817833924,91.00353247444237,30.95295892810234,31.31779752055323,4788.000000000003,Bajo
Tacna,2020,2.2666617435475307,29052.0,391611.0,1478.0,74.14514612958966,37663.0,295965.0,8503244,86.0153659797742,90.48700833443719,11.939103012801,23.12822926217402,2364.0,Bajo
Tacna,2021,1.0901348458360574,28649.0,407247.0,1455.0,77.98164157789392,38958.0,325687.0,8885861,76.54995666698603,87.7278123485353,22.95534363067233,49.45121678823542,5094.999999999999,Bajo
Tumbes,2011,17.042359964576782,10473.0,152410.0,671.0,30.4,4374.0,69534.0,2168906,79.61608544314107,90.99005574779034,15.7530576525768,16.89730783512239,3356.999999999998,Bajo
Tumbes,2012,17.62367930684244,11455.0,169345.0,643.0,35.94300986847443,6110.0,81034.0,2440755,81.5,92.7,16.03104653425786,18.75926499100564,5432.000000000001,Bajo
Tumbes,2013,15.538660732796854,11315.0,177042.0,782.0,38.15021034784725,6990.0,87850.0,2491026,80.56231870300887,93.19889716322628,40.78196248158907,42.33047206966803,2232.0,Bajo
Tumbes,2014,13.47619257008192,11759.0,190866.0,549.0,41.87084551571024,8326.0,96082.0,2607186,74.04324729296984,92.82325837507503,8.71023636319455,25.59236819271444,9475.0,Bajo
Tumbes,2015,11.570968787987827,12370.0,187999.0,459.0,46.850314047334344,9865.0,105369.0,2540855,74.6692436745009,92.11906595311096,11.24802665818709,14.97199627764377,2324.0,Bajo
Tumbes,2016,11.221159966622121,11202.0,202032.0,400.0,50.1466379938286,9190.0,118389.0,2507255,76.33179425748813,92.18923352562678,22.72732000753151,17.81806946102288,2855.0,Bajo
Tumbes,2017,8.513402372703178,11484.0,203607.0,381.0,54.023409482592285,9988.0,128929.0,2649033,74.67677690290115,89.88259974429037,36.78464702449284,35.72355385537121,2384.0,Bajo
Tumbes,2018,7.220066820676191,11095.0,199067.0,313.0,61.01830010046548,11440.0,132146.0,2752958,72.19840687340042,90.47154725626504,12.31872803066013,26.65444084896927,4457.999999999998,Bajo
Tumbes,2019,4.514125851522378,9721.0,244740.0,287.0,64.5013924321026,9806.0,143997.0,2919599,74.55600833756353,89.14146460369186,28.91627723321092,35.8744410285713,4649.000000000001,Bajo
Tumbes,2020,0.6471760074909267,9583.0,239870.0,325.0,68.74642305305781,11684.0,157441.0,2520920,69.48402130641132,89.43914669962733,24.85142143442621,32.692777414694,2645.0,Bajo
Tumbes,2021,0.5466852175667147,10031.0,255759.0,288.0,73.39833424979155,14802.0,174547.0,2753187,69.95076177507681,88.29759352057386,45.27046306002524,48.56911456958281,16265.0,Bajo
Ucayali,2011,18.574755000738225,25780.0,236567.0,3956.0,26.0,5866.0,110978.0,3548168,71.4099008876661,78.57276446817187,42.46794679237116,30.29258814942552,3720.0,Bajo
Ucayali,2012,16.295753532778818,24385.0,262853.0,4477.0,25.0077917112773,6642.0,126425.0,3882453,68.3,77.9,43.23427684855227,17.25840021251878,2162.0,Bajo
Ucayali,2013,15.966337554199198,21695.0,300376.0,3257.0,26.36644670777263,9583.0,137382.0,3947464,71.83813910586295,79.25744511272312,44.5234501885591,29.84861593945651,631.0,Bajo
Ucayali,2014,16.040988467462697,20032.0,315329.0,3228.0,28.0245232947205,11037.0,147988.0,3957775,66.24142363516697,77.78201893706644,32.98175945361368,47.18875027763156,2165.0,Bajo
Ucayali,2015,14.32475147579726,19468.0,348321.0,2443.0,31.256646634614206,13407.0,164193.0,4163474,68.10973300784188,80.33158700868887,27.52034404681003,24.81396965225267,1555.0,Bajo
Ucayali,2016,12.199683762256544,18560.0,370825.0,1858.0,36.89189413482501,14292.0,183773.0,4176645,64.3531517761224,78.46983522440725,37.42512756524493,24.23059601507679,4449.000000000002,Bajo
Ucayali,2017,10.310354145992473,18507.0,379023.0,1690.0,41.78069976645324,15206.0,201723.0,4305190,61.354986715084706,76.16625418125354,5.476166610000376,21.94295359922929,4080.999999999999,Bajo
Ucayali,2018,8.87458937111536,16204.0,388511.0,1466.0,46.17680249801635,16620.0,214407.0,4440780,62.42436432108044,79.46288658907248,55.38809752082135,20.58191397157568,2700.0,Bajo
Ucayali,2019,7.749243251406276,16115.0,418166.0,1132.0,49.721480955296805,16726.0,229981.0,4625127,57.05514457273967,76.59320019155811,10.06339123354673,44.43534245603845,2492.0,Bajo
Ucayali,2020,3.0793447502421567,15056.0,459911.0,1009.0,54.980128312400666,21949.0,243940.0,4027781,67.05937970343466,79.10794375317953,49.95507548322939,27.97400307564055,775.0,Bajo
Ucayali,2021,0.9385507596278214,17182.0,502497.0,1045.0,61.91254782924713,26399.0,275306.0,4580823,51.21808514634054,73.89234149830448,33.46397545271928,20.47356120841879,1477.0,Bajo
